-79.4163,43.70011,Cow, 1
151.20732,-33.86785,Gray, 0
135,-25,Galapagos, 0
-98.5,39.76,Shark, 1
151.20732,-33.86785,Shark, 0
-84.3642,33.6101,Whale, 1
151.20732,-33.86785,Shark, 0
4.88969,52.37403,Reef, 2
-0.12574,51.50853,Tiger, 2
176,-39,Shark, 0
151.77647,-32.92715,Bull, 0
-70.72587,42.19593,Hammerhead, 1
-0.12574,51.50853,Reef, 2
-115,30,White, 1
-117.99923,33.6603,Galapagos, 1
-80.05699,26.6159,Lemon, 1
4.88969,52.37403,Reef, 2
151.20732,-33.86785,Gray, 0
-0.12574,51.50853,Whitetip, 2
103.8,1.36667,Whale, 3
151.20732,-33.86785,Nurse, 0
-8.396,43.37135,Shark, 2
-79.4163,43.70011,Bull, 1
-86.84656,21.17429,Whale, 1
-86.84656,21.17429,Whale, 1
-119.29317,34.27834,Shark, 1
-117.99923,33.6603,White, 1
-98.5,39.76,Shark, 1
-3.70256,40.4165,Lemon, 2
115.8614,-31.95224,Whale, 0
-119.82764,34.43583,Shark, 1
-79.4163,43.70011,Bull, 1
114.01667,22.3,Shark, 3
-0.12574,51.50853,Reef, 2
-80.41394,37.22957,White, 1
149.12807,-35.28346,White, 0
-79.4163,43.70011,Reef, 1
-0.32719,51.06395,Reef, 2
10.5,51.5,Reef, 2
-1.89983,52.48142,Whale, 2
116.0724,5.9749,Whale, 3
-80.41394,37.22957,Shark, 1
-3.20792,51.77714,Whale, 2
135,-25,Reef, 0
114.01667,22.3,Shark, 3
18.42322,-33.92584,White, 0
-0.0061,51.12382,Reef, 2
-97.32085,32.72541,Reef, 1
-2.36172,51.3751,Reef, 2
18.42322,-33.92584,White, 0
-79.93092,32.77657,White, 1
-0.0061,51.12382,Lemon, 2
47.75,29.5,Shark, 3
-155.99556,19.64056,Shark, 1
-2.23743,53.48095,Blacktip, 2
-2.23743,53.48095,Blacktip, 2
153.43088,-28.00029,Nurse, 0
121.45806,31.22222,White, 3
4.47917,51.9225,Shark, 2
28.18783,-25.74486,Hammerhead, 0
-122.03635,37.36883,Shark, 1
-79.4163,43.70011,Silvertip, 1
-98.5,39.76,Blue, 1
-79.4163,43.70011,Blue, 1
-79.4163,43.70011,Blue, 1
149.12807,-35.28346,Nurse, 0
-122.0308,36.97412,Reef, 1
7.16755,51.27027,Shark, 2
35.64972,34.16444,Nurse, 2
-2.35622,49.43331,White, 2
22.14605,-34.18307,Shark, 0
114.01667,22.3,Shark, 3
4.88969,52.37403,Reef, 2
10.01534,53.57532,Shark, 2
153.38112,-27.87667,Shark, 0
144.96332,-37.814,Shark, 0
116.0724,5.9749,White, 3
-80.41394,37.22957,White, 1
9.27246,45.58005,Whale, 2
-97.74306,30.26715,Shark, 1
14.50194,35.9125,Shark, 2
-2.23743,53.48095,Blacktip, 2
-100.31846,25.67506,Mako, 1
135,-25,White, 0
151.20732,-33.86785,Gray, 0
-118.53675,34.22834,Shark, 1
120.9822,14.6042,Whale, 3
-2.23743,53.48095,Blacktip, 2
-80.41394,37.22957,Shark, 1
135,-25,Hammerhead, 0
-80.05699,26.6159,Tiger, 1
-2.23743,53.48095,Blacktip, 2
-114.98194,36.0397,Shark, 1
8.01427,47.00016,Whale, 2
-74.00597,40.71427,Tiger, 1
2,46,Blacktip, 2
174,-42,Nurse, 0
-157.85833,21.30694,Shark, 1
9.27246,45.58005,Blue, 2
100.02489,9.74512,Bull, 3
-79.4163,43.70011,Reef, 1
2,46,Reef, 2
-80.38232,33.91617,Whale, 1
-0.32719,51.06395,Reef, 2
172.63333,-43.53333,Shark, 0
-0.12574,51.50853,Shark, 2
-79.4163,43.70011,Reef, 1
-79.84963,43.25011,Shark, 1
151.77647,-32.92715,Bull, 0
-80.05699,26.6159,Lemon, 1
-90.45232,31.43878,White, 1
151.20732,-33.86785,Shark, 0
151.20732,-33.86785,Shark, 0
4.88969,52.37403,Tiger, 2
-157.85833,21.30694,Tiger, 1
2.65024,39.56939,Shark, 2
-110.92648,32.22174,Hammerhead, 1
2.65024,39.56939,Shark, 2
4.88969,52.37403,Tiger, 2
149.12807,-35.28346,Nurse, 0
-157.85833,21.30694,Galapagos, 1
-0.0061,51.12382,Reef, 2
-80.86039,32.23715,Reef, 1
-122.41942,37.77493,White, 1
-79.4163,43.70011,Shark, 1
9.25853,59.55936,Shark, 2
151.20732,-33.86785,Shark, 0
-2.35622,49.43331,Silky, 2
9.27246,45.58005,Blue, 2
-117.55477,33.53419,Tiger, 1
-86.84656,21.17429,Whale, 1
9.27246,45.58005,Tiger, 2
151.20732,-33.86785,Shark, 0
116.0724,5.9749,White, 3
151.20732,-33.86785,Shark, 0
174,-42,Shark, 0
114.01667,22.3,Shark, 3
-3.70256,40.4165,Shark, 2
-0.0061,51.12382,Reef, 2
-156.61706,20.86774,Shark, 1
15.62157,58.41086,Shark, 2
-98.5,39.76,Shark, 1
-0.12574,51.50853,Shark, 2
13.06566,52.39886,Shark, 2
103.8,1.36667,Whale, 3
149.12807,-35.28346,Nurse, 0
116.0724,5.9749,Whale, 3
115.8614,-31.95224,White, 0
151.20732,-33.86785,Shark, 0
-91.6083,30.12907,Shark, 1
-117.99923,33.6603,Shark, 1
-2.23743,53.48095,Blacktip, 2
4.88969,52.37403,Reef, 2
-0.12574,51.50853,Lemon, 2
114.01667,22.3,Shark, 3
2,46,Blacktip, 2
-157.85833,21.30694,Whale, 1
129.04028,35.10278,Shark, 3
151.20732,-33.86785,Shark, 0
22.14605,-34.18307,Shark, 0
-0.0061,51.12382,Reef, 2
116.0724,5.9749,Whale, 3
117.17667,39.14222,Whale, 3
-0.0061,51.12382,Lemon, 2
-117.99923,33.6603,White, 1
4.88969,52.37403,Reef, 2
22.14605,-34.18307,Tiger, 0
-121.89468,36.60024,Shark, 1
114.01667,22.3,Shark, 3
-49.27306,-25.42778,Shark, 0
-80.05699,26.6159,Tiger, 1
-117.55477,33.53419,Lemon, 1
-117.55477,33.53419,Lemon, 1
-122.33207,47.60621,Shark, 1
4.88969,52.37403,Lemon, 2
-9.13333,38.71667,Zebra, 2
28.04363,-26.20227,Shark, 0
-86.29997,32.36681,Whale, 1
151.20732,-33.86785,Nurse, 0
-117.99923,33.6603,Tiger, 1
-117.55477,33.53419,Tiger, 1
-3.70256,40.4165,Tiger, 2
-115,30,White, 1
-117.55477,33.53419,Tiger, 1
-98.5,39.76,Lemon, 1
-78.39085,40.33591,Shark, 1
-0.12574,51.50853,Reef, 2
-117.55477,33.53419,Lemon, 1
9.27246,45.58005,Blue, 2
-79.4163,43.70011,Tiger, 1
-117.99923,33.6603,White, 1
-97.97959,30.36377,Reef, 1
18.42322,-33.92584,Shark, 0
-80.41394,37.22957,Shark, 1
18.42322,-33.92584,Shark, 0
-80.41394,37.22957,White, 1
-3.70256,40.4165,Blue, 2
-122.41942,37.77493,Shark, 1
114.15769,22.28552,Shark, 3
9.27246,45.58005,Blue, 2
-97.97959,30.36377,Reef, 1
-2.23743,53.48095,Blacktip, 2
-0.12574,51.50853,Reef, 2
37.61556,55.75222,Shark, 2
-43.2075,-22.90278,Shark, 0
116.0724,5.9749,Whale, 3
135,-25,White, 0
-117.15726,32.71533,Shark, 1
-73.12122,41.80065,Shark, 1
151.77647,-32.92715,Bull, 0
-4.99541,50.44056,Shark, 2
151.20732,-33.86785,Nurse, 0
-2.23743,53.48095,Blacktip, 2
-118.24368,34.05223,Hammerhead, 1
18.42322,-33.92584,White, 0
116.0724,5.9749,Whale, 3
-80.05699,26.6159,Lemon, 1
-74.74294,40.21705,Shark, 1
-121.89468,36.60024,Shark, 1
-117.99923,33.6603,Shark, 1
114.01667,22.3,Shark, 3
-97.06473,33.15401,Reef, 1
-98.5,39.76,Shark, 1
-98.5,39.76,Shark, 1
4.88969,52.37403,Lemon, 2
-76.52662,38.56679,Whale, 1
149.12807,-35.28346,Nurse, 0
-122.03107,37.97798,Shark, 1
-81.63474,33.54437,Shark, 1
-81.09983,32.08354,Tiger, 1
-95.36327,29.76328,Nurse, 1
-84.12934,9.99299,Shark, 1
9.27246,45.58005,Shark, 2
149.12807,-35.28346,Nurse, 0
